ACCOUNT_NO,NAME,AGE,COUNTRY,GENDER,ACCOUNT_STATUS,LAST_UPDATED_DATE,CREATED_DATE
BZUG81989108021858,Kimberly Sparks,,Liechtenstein,M,Hold,1988-01-13 22:16:22,1993-03-14 22:52:34
VAPD41776814374872,Veronica French,,French Guiana,F,Open,2008-02-13 20:54:40,1985-11-19 09:26:40
CHVX33091458002770,Rachel Harris,,Botswana,F,Closed,2002-01-29 11:29:38,2016-09-13 21:56:11
NBUP55665392000932,Miguel Clarke,,Algeria,F,Hold,2017-11-06 04:41:30,2013-02-04 13:05:05
MIQB18089746908727,Jody Schmitt,,Lesotho,M,Hold,2006-11-06 13:00:01,1997-03-07 14:12:12
NAHJ37338155376966,Kevin Harris,,Madagascar,M,Open,2007-10-31 07:00:39,1997-01-06 21:41:25
FVSH63022491572913,Lisa Williams,,Timor-Leste,F,Closed,2007-12-16 17:01:47,1974-08-03 02:09:36
UIPY28388516546718,Christopher Pugh,,Suriname,M,Closed,2016-01-01 08:17:00,2000-05-27 23:09:06
DPGZ50037828844571,Chad Sullivan,,Reunion,F,Closed,2017-05-10 17:50:00,2002-11-11 16:24:43
HFSG39121226557348,William Wyatt,,New Zealand,M,Hold,2010-12-22 06:12:23,1984-01-19 08:41:09
CMJD57668115514908,Albert Williams,,United States Minor Outlying Islands,M,Open,1986-06-04 18:36:49,1979-06-05 00:52:51
FGAQ08548994275760,Mr. John Torres,,Cuba,M,Open,2019-12-13 08:12:24,2015-11-16 15:45:06
GWBQ68384255799751,Shannon Nunez,,Tunisia,M,Closed,1978-04-05 15:43:14,2001-12-13 16:45:13
YBFN54910652848343,James Fox,,Aruba,M,Hold,2011-07-01 22:34:35,2018-12-26 17:07:11
RMZX68895342472767,Mr. Adam Good,,Somalia,M,Hold,1971-12-23 17:48:47,2021-05-23 21:06:24
OELS55503409787772,Holly Cruz,,Jersey,M,Open,1987-09-28 06:53:40,2002-05-17 17:06:57
NAWJ17319898598083,Brian Brown,,Timor-Leste,F,Closed,2014-10-18 05:40:37,2008-01-13 15:57:09
MOKL87550052652004,Nathan Spears,,Equatorial Guinea,F,Open,1991-07-25 19:34:03,1977-07-26 01:45:51
FOTZ78227614399986,Alex Savage,,Kyrgyz Republic,F,Hold,2013-09-28 09:31:59,2006-07-04 03:30:55
NZDZ20909693195407,Erik Martinez,,Saint Barthelemy,F,Hold,2004-11-03 19:45:20,2018-01-05 08:09:38
XCNF70724787242617,Juan Glover,,South Africa,F,Open,1988-06-04 06:46:16,1995-02-28 16:58:42
UQWP27658479438276,Erin Barnett,,Uganda,F,Open,2000-05-06 03:26:07,1974-05-22 11:39:39
CPKX36263502858412,Kelly Gomez,,Somalia,M,Closed,2010-09-05 18:08:18,1991-08-08 22:57:10
BMZF22021270714065,Michael Erickson,,Uzbekistan,M,Hold,1984-12-03 04:49:49,2015-06-11 07:31:24
XRAF60645211536967,Jeffrey Gordon,,Benin,F,Open,2021-04-17 11:37:03,2017-04-07 04:56:40
VOGQ03353008921102,Morgan Collins,,Greece,M,Open,1973-04-07 18:23:10,2016-12-05 09:44:55
UQVC89598912092040,Steven Short,,Albania,M,Closed,1998-02-03 12:38:14,1984-07-08 01:58:41
VOUP47032269197586,Brian Gonzalez,,Taiwan,F,Open,2014-09-28 01:28:29,2008-07-14 23:34:07
WUVF37655023278830,Jon Huff,,Benin,F,Open,1975-10-20 02:27:04,1994-07-27 04:58:18
NZFT42912080901168,Stephen Reed,,Central African Republic,F,Closed,1978-05-09 05:04:26,2008-05-04 05:19:52
DIYF93390435957856,Jennifer Williams,,Kenya,M,Closed,1975-01-27 09:37:37,2022-03-05 04:04:24
UBRM98701101642466,Robin Perez,,Jersey,F,Closed,2000-12-23 19:33:51,1978-08-30 14:02:40
EFUG15972177516256,Kyle Perez,,Cote d'Ivoire,F,Hold,2017-06-28 22:35:26,1972-07-14 07:04:02
YDST22619247160655,Arthur Atkinson,,Saint Kitts and Nevis,F,Hold,2011-12-16 11:55:04,1994-10-02 08:37:47
WETI08872613285936,Sara Copeland,,Slovenia,F,Hold,1994-03-31 12:51:06,2002-12-26 17:35:13
XGIG57016344550760,Rachel Gray,,Slovakia (Slovak Republic),M,Open,1986-11-05 17:05:16,1997-09-14 13:08:03
VODQ35360930343232,Randy Clayton,,India,M,Closed,2014-01-09 05:02:10,1989-04-20 12:11:50
LXPT59298987441157,Andrew Thomas,,Germany,M,Closed,1971-08-27 07:24:47,2009-07-26 11:12:20
BOLF29551670718833,Alexis Dickerson,,Guinea,M,Closed,2012-07-08 10:05:17,1970-08-10 18:37:33
QAAC09134591431487,Maria English,,China,M,Open,1984-10-05 20:24:38,1982-08-05 02:13:49
XCHL20803510999584,James Conrad,,Eritrea,F,Open,2015-03-14 05:56:50,2020-07-26 16:10:21
UBYP16769005971797,Michelle Johns,,Ukraine,M,Hold,1989-12-19 01:12:24,1991-04-08 10:16:09
KXTS26906805827139,Bradley Vaughan,,Bhutan,F,Open,2016-08-26 02:23:04,2016-06-16 04:05:00
NBUV65928500645231,Steven Murphy,,Uzbekistan,F,Hold,2021-04-05 09:17:03,1998-01-14 10:49:59
GVVS46211197070527,Douglas Rich,,Iceland,M,Hold,2012-06-02 17:53:12,1996-04-09 19:00:40
XFME33838378410047,Michelle Vazquez,,Mauritius,M,Open,1985-09-28 12:33:05,1972-11-26 16:07:19
CMHW30599328980045,Kathy Allen,,Syrian Arab Republic,F,Open,1985-11-20 00:34:28,2022-08-30 21:17:20
UBDD51678784256768,Sheila Chambers,,Nepal,F,Closed,2004-01-09 14:52:19,1971-05-15 19:20:10
HQCO27436722957247,Vickie Sharp,,Belgium,M,Open,2008-08-07 03:10:22,1985-02-16 06:45:18
SJHO68246922100738,Anthony Marshall,,Ireland,F,Closed,1986-08-19 11:35:03,2017-11-18 13:12:19
WUWO48211883032468,Christine Harding,,Chile,M,Open,1981-11-07 00:04:18,1995-07-25 16:04:15
KQYZ02904776236008,Sara Graham,,Belgium,M,Closed,2019-12-06 12:26:50,1984-06-14 00:34:50
QAIU07481953591958,David Dean,,Timor-Leste,M,Open,2020-12-30 13:51:17,1992-05-01 16:12:10
KONE91531492308833,Stephanie Harris,,Gambia,F,Hold,2000-05-29 10:07:49,2009-08-23 10:26:35
BINM94601669434024,Victoria Gomez,,Taiwan,M,Open,1994-05-11 22:02:09,1975-06-28 15:04:58
NUGD42608199717751,Brian Jones,,Qatar,F,Hold,1975-03-31 06:32:05,1985-09-01 20:28:45
IYTQ04483296194067,Thomas Johnston,,Saint Kitts and Nevis,F,Open,2000-12-05 21:59:40,2006-04-14 20:13:28
USTN54555345998408,Robin Mitchell,,Niue,F,Closed,1995-08-07 22:28:26,1985-03-06 21:39:28
TEFC91223216751839,Rhonda Bray,,Qatar,F,Closed,2005-07-25 03:55:53,2007-04-24 06:46:23
ZRFJ70546076620967,Thomas Torres,,Isle of Man,M,Open,1972-03-26 00:46:21,2003-11-08 00:55:23
NWFL17535065209317,Carol Ray,,Mozambique,F,Open,1983-01-31 22:49:41,2004-09-14 10:42:33
DGUG15888145120932,Isabel Flores,,Nauru,F,Hold,2015-12-29 01:16:45,1986-02-23 23:58:01
SAMQ64705154295114,James Phillips,,Malawi,M,Hold,2005-07-20 07:26:16,1992-12-21 03:35:51
SUUY45168743350897,Diane Johnson,,Guatemala,M,Hold,2005-01-16 12:39:16,2010-09-07 08:19:14
CDJJ36505819524625,Bryan Martinez,,Mauritius,F,Hold,2012-02-26 10:59:55,1985-07-10 02:33:37
YGLK43226210131059,Christopher Curtis,,Albania,M,Open,1984-10-16 11:05:31,1981-11-02 17:00:17
XAEF00382023285818,Joseph Long,,Hungary,F,Open,1993-10-23 13:52:49,1973-08-22 13:46:53
JRXY78351519673341,Shannon Miller,,Namibia,F,Hold,2019-02-08 18:23:34,1975-02-23 10:26:36
RYEQ13895822673798,David Leach,,Algeria,M,Closed,1992-05-15 07:38:38,2000-06-03 14:21:17
GFWH35173304327662,Kimberly Noble,,Nauru,M,Open,1994-11-24 14:31:42,1987-01-25 05:02:47
EQOA87158556247981,Heather Robles,,Iran,F,Open,2010-06-15 07:25:50,2007-08-24 15:41:20
SZXP81790200229988,Jennifer Washington,,Algeria,F,Hold,1986-05-11 05:12:43,1974-01-09 18:13:10
HSAK35174163742694,Antonio Reyes,,Vietnam,M,Hold,2019-04-08 17:59:06,2007-09-19 00:55:32
CTRB20726260515368,Fernando Murillo,,Heard Island and McDonald Islands,F,Open,1993-05-08 00:25:36,2001-07-15 14:53:48
RLDT38111010983958,Cathy Phelps,,Mayotte,M,Hold,2012-10-06 04:22:59,1973-09-18 10:06:21
MFGH45971943367828,Scott Crawford,,Korea,F,Open,2021-07-21 02:09:13,1978-02-12 12:31:05
KSWJ45463632945862,Melissa Mcgrath,,Gabon,F,Closed,1992-07-29 03:48:35,1981-01-08 08:19:57
XAJS64497215521185,Mark Anderson,,Portugal,M,Open,1988-01-23 12:39:54,1970-12-15 13:50:10
VHZE72088494578077,Michael Castro,,Sweden,F,Hold,1995-10-01 15:41:20,2021-09-30 18:28:15
WQIV85180319419097,Daniel Meyer,,Montenegro,M,Open,2008-12-11 18:00:59,2011-03-18 15:45:31
UQTD91155093767366,Jennifer Robinson,,Western Sahara,F,Open,2004-06-19 15:14:12,2017-07-17 06:04:02
VJTZ79574074343366,Deborah Tran,,Myanmar,M,Open,1984-07-14 20:00:10,1985-06-13 20:20:38
FFDC50767754987686,Michael Nelson,,Tonga,M,Hold,1995-09-21 12:12:00,2001-05-20 15:58:24
PQKA22232780589470,Jason Sparks,,Mozambique,F,Hold,1974-09-19 18:17:54,1979-02-01 10:27:29
GOLX37057392922786,Angela Rivera,,Samoa,M,Closed,2005-08-06 17:03:02,1976-07-12 17:58:35
HIHX78823074282473,Brandy Sampson,,Seychelles,M,Hold,1990-07-04 13:24:49,1974-10-04 03:46:37
DTOA68271324599044,Michele Robinson,,Congo,F,Closed,2000-09-15 15:29:17,1979-02-15 07:18:23
LYFP26239727644639,Jessica Johnson,,United States Minor Outlying Islands,F,Open,1981-06-05 01:48:10,1990-07-26 18:39:42
ADXE07253927701235,Randy Mccall,,Greenland,M,Hold,2010-05-06 21:34:47,1972-03-13 10:17:22
AWMF16082147841880,Jeffrey Pham,,United Kingdom,M,Hold,1978-10-01 01:41:11,1976-05-27 16:38:08
IBCR80157644481649,Dawn White,,British Indian Ocean Territory (Chagos Archipelago),F,Closed,1977-01-29 16:46:03,2007-10-27 22:10:17
FMDV07596486659364,Jesse Graham,,Christmas Island,M,Closed,2003-08-22 11:05:29,1992-08-28 05:34:39
QLUN67204140671151,Mary Deleon,,American Samoa,F,Hold,2009-09-11 11:02:57,1998-09-04 20:07:18
SGJK88909291921475,Steven Smith,,United States of America,F,Open,1987-05-10 21:21:38,1986-05-21 15:57:07
HVOI19079890476890,Gregory Yates,,Tuvalu,M,Closed,2003-11-30 13:14:12,1975-02-10 19:36:02
CZJI05168553380111,Jesse Hansen,,Iraq,M,Closed,2000-07-24 11:46:04,2006-08-05 08:45:18
MCKH99308405895463,Jeffery Solis,,Guatemala,M,Hold,2004-11-28 15:39:30,2013-07-27 04:20:39
DEGG43936788262854,Allison Mitchell,,Bulgaria,F,Closed,1989-02-06 08:05:36,1987-06-15 01:19:07
IYRL63777514338855,Alexis Pena,,Falkland Islands (Malvinas),M,Closed,2011-01-24 09:24:45,1994-10-29 23:06:25
IIXV96839697623718,Debra Lam,,Namibia,F,Open,2006-12-05 19:54:31,1998-06-12 23:56:07
GMAP78394505549137,Victoria Williams,,Sri Lanka,M,Hold,1975-06-12 02:17:06,2002-05-29 17:37:24
GECH48141343082845,Karen Porter,,Eritrea,F,Closed,1989-05-23 20:14:12,1985-10-30 17:50:31
VVQZ96447946470242,Steve Boyd DDS,,Netherlands,M,Hold,2014-09-11 02:45:02,1992-09-04 08:31:12
JXLJ34367764565704,Earl Key,,Netherlands Antilles,M,Open,2014-07-07 19:38:40,2001-08-24 23:34:28
ERER09074813210766,Mrs. Jennifer Williams,,Cote d'Ivoire,F,Hold,1976-10-04 01:14:44,1980-01-07 00:59:54
KSGC06026327439282,Nathan Diaz,,Kazakhstan,M,Open,1970-11-04 01:03:01,1982-11-08 22:11:54
COEE67151392808650,Lisa Vega,,Burkina Faso,M,Closed,1990-08-27 06:13:45,2020-01-29 04:11:23
EWHI41770180076130,Crystal Ford,,Madagascar,F,Hold,2010-09-25 22:29:11,1982-02-26 11:24:31
SGDV23359806762073,Melissa Murray,,Libyan Arab Jamahiriya,F,Hold,1996-11-04 21:03:14,2007-04-30 05:26:58
OVZX42723017685243,Tracy Jones,,Philippines,F,Hold,1989-06-18 09:48:53,1994-06-06 22:19:51
QOWC90711274865902,Stephanie Kelly,,Mauritania,M,Hold,2008-08-07 03:18:48,1979-10-27 17:03:23
PMQX59824198490958,Grant Hodges,,Timor-Leste,M,Hold,2017-12-29 02:38:21,1986-12-20 22:54:16
MGLO62699268900536,Jennifer Moon,,Martinique,F,Open,1990-01-03 00:19:23,1998-12-23 05:09:36
KTVH50726478892760,Sherry Chang,,Palau,F,Closed,1981-05-01 20:34:29,1979-05-20 14:52:49
GVXX95819765253758,Todd Davis,,Holy See (Vatican City State),M,Closed,1993-05-06 17:04:45,1983-11-08 07:54:37
KVXY43996015322517,Dennis Kelly,,Saint Helena,M,Hold,1975-06-16 07:32:26,1998-05-06 09:31:56
PJYZ86577425421154,Alexander Vega,,Belgium,M,Closed,1990-02-05 22:43:28,2014-01-21 09:44:32
CZHU83562306860626,Michael Munoz,,Guinea,F,Open,2003-06-21 01:22:17,2013-01-18 07:09:02
ASJK03812867160488,Pamela Randall,,Brunei Darussalam,M,Closed,1984-02-10 08:24:09,2013-04-30 19:14:43
NROU02843541039368,Donna Davis,,Timor-Leste,F,Hold,2009-09-12 02:02:27,1974-08-11 21:52:06
VUCP77649001046688,Lynn Jenkins,,Guernsey,F,Open,1978-03-30 12:25:26,1996-10-29 08:50:43
XOXJ17768007054902,Michael Carey,,South Africa,F,Open,1983-09-08 06:47:58,1990-08-29 04:55:57
HPJB46086321706867,Kevin Brown,,Japan,F,Closed,1972-09-30 18:28:02,1980-01-24 02:36:43
QQFF41032404819493,Felicia Mclean,,Mayotte,M,Hold,2012-12-09 09:38:16,1972-09-12 08:32:35
HFZC47805033265201,Sarah Smith,,Somalia,M,Closed,1999-03-20 11:28:53,2001-04-01 17:04:05
MYRK31824383987490,Michele Leon,,Chad,M,Closed,2004-06-16 06:46:00,1984-10-24 02:52:54
ZEPS70196672916880,Michael Reeves,,Senegal,M,Hold,1975-10-02 06:58:45,2013-08-22 17:30:14
YGQL75061717302138,Terri Dunn,,Isle of Man,F,Hold,2010-05-22 18:53:09,1985-06-21 07:22:04
RZRN91604308360040,Jamie Ferguson,,Liberia,M,Closed,2009-06-08 14:15:54,1982-04-28 13:20:14
MARB63587413035792,Stacey Simmons,,Trinidad and Tobago,F,Closed,2008-04-09 23:43:58,2013-09-14 03:55:05
CEHF80851006603819,Christopher Shelton,,Hong Kong,M,Open,1983-01-05 18:14:15,1980-07-06 19:35:37
LKJG67318186649125,Elizabeth Rodriguez,,Guadeloupe,F,Open,1979-08-23 10:38:09,1984-01-16 10:19:42
HWEU80324179220916,Wendy Calderon,,New Zealand,F,Open,2020-02-25 21:35:36,1981-02-21 09:06:23
NTUQ88849836493340,Darren Cook,,Denmark,M,Open,1997-02-26 23:50:20,1988-07-03 22:52:21
DREH36263741597119,Sean Simpson,,Armenia,F,Hold,1997-09-03 06:56:37,1975-08-04 01:22:52
HEZT74487312706009,Rebecca Lopez,,Cuba,F,Hold,2004-09-07 19:28:03,2017-12-15 10:34:47
VYZU68542365998287,David Hill,,Mauritius,F,Hold,2006-06-13 18:11:59,2018-05-07 00:52:56
GFZW41939343426907,Breanna Williams,,Latvia,F,Open,1993-04-10 07:29:16,2019-01-02 22:34:03
TJIH59730494163546,Charlene Webster,,Cayman Islands,M,Hold,1997-03-16 15:44:55,1972-06-27 01:20:57
UEJQ84624514548534,Kyle Barr,,Latvia,F,Hold,1989-08-22 06:25:12,2012-02-16 05:30:23
CSTW41480866545270,Angie Martinez,,Gabon,M,Open,1982-10-06 01:17:21,2011-02-24 10:25:21
AKDN45971858543266,Tyler Holmes DVM,,Tonga,M,Closed,2001-11-15 23:01:55,2017-07-04 07:05:51
JJNC28561030951769,Mrs. Hannah Castro,,Ukraine,F,Closed,1987-12-20 21:19:26,2019-06-30 17:28:21
UGCW72795994557064,Laura Murphy,,Dominican Republic,M,Closed,1984-04-24 01:06:37,1985-06-13 12:56:00
USXE91334537489812,Kathryn Gross,,Russian Federation,M,Open,1979-08-07 14:27:59,1985-09-15 19:59:06
XIMI66992757051835,Donna Gomez,,Honduras,F,Hold,1994-10-17 10:03:29,1998-10-20 16:27:01
FBBF95932905966406,Christopher Johnson,,Nigeria,M,Hold,2017-10-30 03:33:19,2010-02-25 20:16:12
QXDI87465499252077,Zachary Sullivan,,Netherlands,M,Open,1982-05-29 05:49:01,1974-07-24 21:14:01
PVAN05790838651105,James Nguyen,,Liberia,F,Open,1984-09-26 16:47:11,1991-10-30 11:41:31
RSQA17522665520291,Christie Parks,,Croatia,F,Open,1980-12-19 12:51:33,1985-10-28 20:54:12
HTRY44765078938492,Jade Taylor,,Tokelau,F,Hold,1982-04-07 14:26:09,2019-04-07 06:26:32
RNXH42163836269699,Dylan Cross,,Iran,M,Open,1985-09-06 17:51:31,1976-11-17 05:13:00
RSOW67322362891870,Kevin Henderson,,Comoros,M,Hold,2021-03-22 15:47:37,1979-08-02 06:39:02
NLNE87010613474347,Michael Smith,,Mauritania,F,Closed,1980-01-23 06:29:55,2014-03-20 07:43:29
PFQN93631426384937,Derek Harris,,Lao People's Democratic Republic,F,Closed,2000-10-12 16:05:25,2003-09-04 14:59:01
ZDCI04352902174886,Melvin Dorsey,,Bahamas,M,Open,2021-07-03 03:16:02,1972-09-10 07:43:12
UHJW23070335649371,Michael Ramos,,United Arab Emirates,F,Open,2021-04-04 14:29:29,2000-06-01 07:59:56
PSQT15409683427439,Angela Boyle,,Bahamas,M,Closed,2014-03-31 04:57:28,1973-11-20 16:05:29
LLPA66619437282559,Meghan Evans,,Saint Barthelemy,F,Hold,2015-10-17 17:50:35,2000-02-25 19:19:13
MXAP44114928315230,Cody Brown,,New Zealand,F,Closed,2014-10-14 09:11:41,2006-12-20 05:40:58
RKNU12624690270300,Michelle Coleman,,Malaysia,F,Closed,2020-01-05 15:58:48,2012-06-28 15:27:04
SAKC93184190934571,Roger Gray,,Central African Republic,M,Open,2003-08-26 06:25:55,1974-01-20 21:59:30
TBYY67671779021475,Hector Cervantes,,Syrian Arab Republic,M,Hold,1979-10-04 13:48:28,1985-07-02 17:49:57
SBTS02168018825807,Kimberly Hays,,Saint Martin,F,Closed,2015-04-02 23:57:31,1978-03-09 11:18:34
BSBY81848657685135,Jeffrey Farmer,,Northern Mariana Islands,F,Closed,1982-03-07 10:06:48,2010-08-09 11:23:20
AGVA38667169450777,Teresa Harrison,,Togo,M,Open,2000-11-08 12:27:29,1985-02-12 23:07:19
THBR48647561406840,Karen Sandoval,,French Southern Territories,M,Hold,2012-11-22 01:46:31,1975-11-02 22:59:51
DYGJ30787302727441,Francisco Rollins,,Reunion,F,Hold,1971-09-09 12:06:11,2005-09-09 01:30:03
SQSQ34792091550242,Kent Burnett,,Palestinian Territory,F,Open,2004-03-03 17:19:45,2017-10-29 07:58:14
HKAN31690178808638,Sarah Grimes,,France,M,Closed,1984-04-05 10:34:29,1979-12-06 06:41:16
MDYL08776228837644,John Henderson,,Seychelles,M,Hold,2000-06-19 21:55:53,1971-12-25 16:12:33
HJUI81794751519404,Lorraine Thomas,,Germany,M,Open,1994-05-24 15:32:50,1995-03-10 13:14:59
MWXY49430198708631,Austin Lee,,British Indian Ocean Territory (Chagos Archipelago),M,Open,1980-10-30 22:49:45,1999-02-15 04:38:13
UJFQ54392763443852,Christy Smith,,Antarctica (the territory South of 60 deg S),F,Hold,2006-05-27 05:39:27,1982-09-01 15:33:47
DUID23853089845155,Laura Peters,,Lithuania,F,Closed,2011-03-17 08:56:31,1977-02-05 11:33:49
HTJP18342036817277,Joe Perkins,,Monaco,M,Hold,2017-03-20 21:14:15,1984-12-11 10:53:51
YKTX37686941169609,Mary Perry,,Sweden,F,Hold,2012-04-28 16:31:30,1971-05-11 18:03:26
VLFI44624159254139,Elizabeth Allen,,Tonga,F,Open,1985-07-04 09:19:41,2018-04-02 02:53:02
IUCA30232844577042,Anthony Green,,Iceland,M,Closed,1981-03-11 13:16:41,1994-02-06 23:35:48
NNHJ06474918258477,Roy Harris,,Paraguay,F,Open,1975-07-22 13:26:29,1979-03-21 07:04:08
CVHK02756311319327,Brandi Torres,,Serbia,F,Hold,1985-06-17 22:57:55,2006-12-14 04:17:31
VBAX37683534812577,Eric Lawrence,,Argentina,F,Hold,1997-05-21 18:35:35,1984-09-06 18:50:25
YOFD39286270016358,Jessica Soto,,Belize,M,Open,1998-11-29 18:56:17,1989-04-25 09:54:21
RYCD92274159114202,Kenneth Williams,,Samoa,F,Open,1997-10-09 17:24:40,2002-08-17 09:12:22
HDYS63870002956458,Michael Lucas,,Congo,F,Hold,2005-10-30 14:12:02,1971-07-28 04:33:50
QFPB72935860640689,Ashley Crawford,,Palau,F,Closed,2005-10-06 19:50:20,1992-01-16 07:16:20
WNKS81160430307760,Christopher Diaz,,United States of America,M,Open,1989-12-26 01:28:23,2005-06-07 01:03:55
TIQM92096138958847,Mr. Philip Hull DVM,,Myanmar,M,Hold,1970-01-01 11:47:51,1972-12-31 15:43:14
RDXZ06030378257901,Amanda Hopkins,,Liberia,F,Open,2019-02-28 09:05:13,2002-10-06 07:28:57
RUFC08555958105293,Kiara Reilly,,Taiwan,M,Hold,1975-10-19 15:17:24,1999-08-22 03:20:47
NUKE15968487537646,Karen Brown,,Benin,M,Hold,1994-06-28 00:03:37,1986-02-02 22:56:18
DAJN83058767206675,Stacy Parks,,Guyana,M,Closed,1994-02-27 20:38:08,2006-11-20 07:38:20
DMWU21647170426748,Andrea Johnston,,Saint Helena,M,Hold,1993-02-20 16:19:25,1984-04-16 19:15:25
SMNJ77176937156032,Brett Dougherty,,Equatorial Guinea,F,Open,1977-02-21 13:06:38,1980-11-04 04:00:03
WFHF71898764159247,Jennifer Madden,,Norway,M,Hold,2000-01-02 20:08:03,1986-06-26 05:36:57
SZTJ95594398106461,Julie Cherry,,Benin,F,Open,1983-05-26 05:00:45,2020-04-10 10:08:50
JACB34723088766647,Karen Miller,,Netherlands Antilles,F,Hold,2019-01-29 02:43:11,1979-02-15 00:51:28
HXPY10735313179243,Nicholas Jackson,,Ethiopia,M,Hold,2014-10-07 09:06:19,2009-09-21 23:55:40
ONCG53672954189411,Randall Ballard,,Togo,M,Hold,1994-07-25 20:45:34,1972-11-11 15:10:24
UYVC92982511264673,Randy Wright,,Mauritania,M,Hold,1983-10-17 03:46:08,2001-07-20 20:18:13
JFEP60571575679107,Carrie Brown,,Bosnia and Herzegovina,M,Closed,1991-04-20 01:02:11,1970-06-17 14:54:52
OBTK10400884116539,Nicholas Johnson,,Antarctica (the territory South of 60 deg S),M,Hold,2002-07-25 19:45:20,1993-02-18 23:35:38
WSMR13513390233441,David Kline,,Saint Helena,F,Closed,2010-08-08 09:33:34,1997-10-04 06:58:45
KHTJ53597349114910,Daniel Young,,Ghana,F,Closed,2011-11-25 11:04:55,1990-08-17 05:55:28
MMLI56134264118511,Deborah Jones,,Cape Verde,M,Closed,2008-07-09 05:06:21,1997-08-02 11:23:50
EOET22073586086254,Traci Donovan,,Nicaragua,M,Hold,2012-09-12 09:56:13,2021-09-11 00:29:52
YFTF94822298973788,Christopher Reeves,,Guatemala,F,Hold,2015-04-27 04:43:27,1978-09-28 02:07:57
FLBZ61679040952767,Abigail Carney,,Antarctica (the territory South of 60 deg S),M,Closed,1982-06-28 04:05:07,2013-08-25 16:34:48
ZVNY60997562579636,Jerome Douglas,,Albania,M,Hold,2016-08-09 03:47:45,1980-02-15 06:00:06
WIEP51190497279059,Michelle Watkins,,Haiti,M,Hold,2018-07-12 12:42:27,2018-03-29 13:16:00
LTAG29085773717878,Brandon Graham,,Guyana,F,Open,2013-11-23 08:13:40,1974-06-25 21:42:21
NCQH29778255432661,Steven Hernandez,,Armenia,F,Hold,1991-02-07 18:33:01,2019-06-02 23:40:14
JHIA84065807907766,Kyle Salas,,Belize,M,Open,1984-07-22 18:15:59,1972-08-19 05:01:05
OCPG41144397392447,Zachary Harper,,Belize,F,Hold,2001-11-30 20:54:06,2006-03-18 08:43:59
UGKX28344462770523,Daniel Guerra,,Guinea-Bissau,F,Open,1980-10-14 00:05:39,1989-08-23 10:50:16
ZSTO68970464015264,Emily Smith DVM,,Costa Rica,M,Hold,2013-03-10 19:04:48,1976-10-08 11:57:07
YGWZ49383414160211,Carla Cummings MD,,Afghanistan,F,Open,2000-02-17 16:47:00,1986-11-01 03:45:24
YWGN88436127425426,Walter Wilson,,Guinea-Bissau,M,Open,1993-02-19 06:43:13,1975-06-29 07:54:23
JHPP69510103491944,Stacy Hanson,,Eritrea,F,Open,2014-01-15 23:31:16,1999-12-12 20:41:58
DMXC50461923889374,Andrew Johnson,,Palau,F,Hold,2017-05-13 20:04:01,2016-04-28 13:48:35
ZTOW71959209099277,Lori Brown,,Burkina Faso,M,Hold,1970-09-27 12:48:10,1981-07-13 22:40:44
NSOZ83635801707258,John Gilbert,,Netherlands Antilles,F,Hold,2022-07-16 07:39:52,1972-11-27 03:34:13
KJPO81294689159866,Jeffrey Perez,,Niue,F,Open,2009-02-11 20:10:30,2005-06-08 08:21:41
BBVB53281550537697,Robert Harrell,,Mauritania,F,Open,1972-09-08 22:36:22,1983-01-09 16:04:26
BLRF50631759602744,Tara White,,Korea,M,Hold,1996-05-24 07:57:11,2010-08-20 18:44:22
PURT83016718881928,Phyllis Randall,,Azerbaijan,M,Hold,1998-12-25 10:16:54,1991-05-22 18:46:48
CDFJ47069723173796,Gregory Ross,,Bahamas,F,Hold,1996-09-07 09:33:17,1981-03-17 07:29:21
BBZC90707105620896,Shelley Mejia,,Nauru,M,Closed,1990-01-15 22:57:03,2013-03-08 20:53:27
PCUJ83666342146842,Tammy Park,,Guam,M,Closed,1971-04-15 10:24:11,2001-09-08 19:02:25
AFWQ59347990800368,Rhonda Davis,,Nigeria,M,Closed,1984-08-29 09:57:12,1976-04-09 13:02:05
NSTX84927669083866,William Moore,,Italy,M,Hold,1985-07-24 19:57:00,1983-08-06 09:45:57
FFIM43521271657990,Katrina Cardenas,,Tajikistan,F,Hold,1985-02-23 11:40:58,2000-05-26 19:49:41
CKXR18684525093794,Kenneth Carlson,,Turkmenistan,F,Hold,1992-10-27 17:35:07,2018-08-29 16:46:10
ATNY31128124337698,Michael Smith,,Maldives,F,Open,1984-04-16 04:59:54,2016-07-22 08:01:10
QXZJ08410632209631,Leslie Coleman,,Guinea-Bissau,F,Closed,2010-12-17 19:46:56,1979-09-02 11:06:01
HNNF06111890800272,Mrs. Tonya Peterson MD,,Uzbekistan,F,Open,1993-07-08 04:16:56,2020-11-23 05:52:05
FUDU26609639944106,Crystal Munoz,,South Africa,M,Closed,2001-03-30 19:32:24,1978-04-29 01:09:26
BJEL58621419594594,Kimberly Flores,,Netherlands,M,Hold,1971-06-20 12:10:05,2008-11-25 18:07:49
KQWQ56517075856408,Dylan Chen,,Costa Rica,M,Open,1971-11-13 01:47:17,2015-02-18 17:29:01
EXXI34653560012973,Henry Davis,,Armenia,M,Hold,1984-07-12 14:36:51,2011-10-26 22:39:40
ZBPJ27980850229018,Randy Moore,,Rwanda,M,Hold,1972-06-04 16:35:07,1984-04-10 03:36:43
